PlayerID,PurchaseAmount,PurchaseDate
1158,0.99,2023-12-14
7198,9.99,2023-12-27
5556,4.99,2023-02-17
3388,4.99,2023-01-06
1496,49.99,2023-12-20
1618,4.99,2023-02-11
6889,49.99,2023-06-07
103,4.99,2023-03-25
4319,49.99,2023-12-29
2782,9.99,2023-05-29
7200,4.99,2023-09-19
8065,49.99,2023-01-28
9332,49.99,2023-05-03
966,9.99,2023-03-30
3650,19.99,2023-01-20
1952,0.99,2023-12-27
5620,9.99,2023-01-07
4972,9.99,2023-05-28
6247,19.99,2023-11-14
656,1.99,2023-05-04
8278,1.99,2023-10-01
5268,49.99,2023-07-25
3073,19.99,2023-09-07
3990,1.99,2023-12-18
1689,0.99,2023-07-15
9824,0.99,2023-11-27
5360,19.99,2023-12-26
7656,1.99,2023-10-13
8298,19.99,2023-04-17
6376,4.99,2023-02-09
9764,0.99,2023-09-09
9701,49.99,2023-03-31
3642,9.99,2023-11-11
6217,9.99,2023-10-13
2274,19.99,2023-08-03
863,9.99,2023-11-26
3238,0.99,2023-04-21
4538,1.99,2023-02-18
9727,0.99,2023-07-18
8569,1.99,2023-11-13
4202,49.99,2023-06-11
1260,1.99,2023-06-01
5967,19.99,2023-09-30
7391,0.99,2023-05-27
6787,9.99,2023-11-20
8115,1.99,2023-12-30
8140,9.99,2023-12-27
6283,0.99,2023-10-17
7812,0.99,2023-08-03
3589,19.99,2023-08-24
8753,49.99,2023-01-24
422,1.99,2023-03-10
8094,19.99,2023-08-14
5906,1.99,2023-09-19
1512,49.99,2023-08-11
8478,49.99,2023-03-18
641,0.99,2023-05-17
1704,4.99,2023-11-18
5055,9.99,2023-05-16
3564,0.99,2023-07-23
6998,9.99,2023-07-09
148,4.99,2023-11-02
946,4.99,2023-11-28
3006,4.99,2023-12-15
749,49.99,2023-03-10
6909,19.99,2023-03-22
670,49.99,2023-11-06
2445,0.99,2023-04-20
750,9.99,2023-09-04
2270,19.99,2023-12-18
9725,4.99,2023-08-24
4823,1.99,2023-12-24
3427,4.99,2023-11-17
6593,49.99,2023-06-14
7823,9.99,2023-04-27
848,9.99,2023-12-12
9062,0.99,2023-05-23
4145,1.99,2023-12-29
1020,0.99,2023-09-10
5028,4.99,2023-07-21
6222,0.99,2023-07-04
1729,4.99,2023-08-21
1737,1.99,2023-04-05
7206,0.99,2023-11-07
4928,19.99,2023-12-21
3050,9.99,2023-07-06
2003,0.99,2023-01-17
7362,49.99,2023-07-07
7743,9.99,2023-12-22
6171,0.99,2023-08-26
9265,19.99,2023-10-13
5451,4.99,2023-11-01
7542,19.99,2023-12-01
2116,9.99,2023-12-16
7425,4.99,2023-11-15
1826,1.99,2023-09-10
8457,19.99,2023-12-18
6907,49.99,2023-01-08
1825,9.99,2023-05-19
5954,19.99,2023-01-06
3161,1.99,2023-08-11
5634,19.99,2023-10-18
4354,9.99,2023-10-11
6330,49.99,2023-02-09
6084,49.99,2023-05-21
1500,19.99,2023-02-25
6150,1.99,2023-10-21
8578,19.99,2023-06-21
815,9.99,2023-01-16
946,4.99,2023-04-19
9290,4.99,2023-07-17
3712,49.99,2023-03-20
6493,49.99,2023-12-22
4431,0.99,2023-02-10
3535,0.99,2023-10-20
158,9.99,2023-12-14
7134,4.99,2023-10-24
7024,0.99,2023-12-29
3333,19.99,2023-05-01
2402,49.99,2023-04-13
8582,19.99,2023-05-16
3294,49.99,2023-07-08
4041,0.99,2023-07-02
5868,4.99,2023-06-28
16,1.99,2023-09-15
7955,0.99,2023-01-21
9235,0.99,2023-08-18
1056,0.99,2023-01-27
9085,9.99,2023-06-03
2107,49.99,2023-01-25
4564,9.99,2023-10-26
500,4.99,2023-11-25
7337,0.99,2023-04-17
4286,4.99,2023-06-24
7426,49.99,2023-06-16
7924,1.99,2023-05-14
4550,19.99,2023-05-19
8133,9.99,2023-02-27
4006,9.99,2023-04-02
1910,0.99,2023-02-21
57,49.99,2023-01-17
5033,49.99,2023-12-08
8063,1.99,2023-10-31
565,19.99,2023-01-06
8605,9.99,2023-01-15
9198,9.99,2023-04-26
3128,0.99,2023-02-11
3714,0.99,2023-01-25
7965,9.99,2023-07-10
5965,4.99,2023-01-29
9570,19.99,2023-01-31
7488,19.99,2023-06-02
7221,19.99,2023-05-08
6594,0.99,2023-03-08
4682,49.99,2023-04-12
9704,4.99,2023-01-10
7709,4.99,2023-08-26
7997,49.99,2023-02-12
7388,1.99,2023-01-27
3450,4.99,2023-01-04
2873,0.99,2023-02-06
2576,1.99,2023-10-01
6181,9.99,2023-10-05
4404,4.99,2023-07-11
7011,49.99,2023-11-03
4067,19.99,2023-09-15
7234,19.99,2023-08-13
4254,4.99,2023-03-03
6883,9.99,2023-10-14
9426,0.99,2023-09-13
3968,49.99,2023-08-10
4600,1.99,2023-12-06
4722,1.99,2023-04-15
4471,9.99,2023-05-04
5173,9.99,2023-01-24
2623,4.99,2023-10-28
7321,9.99,2023-01-02
5374,0.99,2023-02-11
3988,19.99,2023-02-20
8765,9.99,2023-07-01
1645,9.99,2023-08-06
4469,1.99,2023-01-22
8372,4.99,2023-01-21
6702,9.99,2023-09-19
6443,4.99,2023-03-02
5991,0.99,2023-03-29
9212,19.99,2023-05-30
1212,19.99,2023-05-09
8841,4.99,2023-04-23
7408,49.99,2023-05-24
2052,49.99,2023-03-11
6169,1.99,2023-06-15
6304,9.99,2023-04-09
5442,1.99,2023-11-07
7256,19.99,2023-06-25
4196,49.99,2023-10-23
1591,4.99,2023-11-24
2365,4.99,2023-12-29
3954,9.99,2023-11-08
3380,4.99,2023-10-23
1318,4.99,2023-09-23
5160,9.99,2023-02-12
4202,49.99,2023-09-22
284,0.99,2023-03-28
8415,9.99,2023-06-13
9624,0.99,2023-11-17
3039,49.99,2023-06-13
3137,49.99,2023-04-08
5652,9.99,2023-06-01
9982,49.99,2023-05-18
2620,0.99,2023-05-30
161,19.99,2023-10-21
231,4.99,2023-03-31
3164,49.99,2023-08-12
9232,4.99,2023-11-10
9869,19.99,2023-09-16
4935,9.99,2023-01-24
3588,9.99,2023-09-18
4883,19.99,2023-07-05
3959,1.99,2023-05-02
9370,9.99,2023-12-27
5458,49.99,2023-01-03
3348,0.99,2023-01-08
1563,0.99,2023-05-19
587,19.99,2023-04-08
7804,9.99,2023-12-11
7277,4.99,2023-07-09
8418,0.99,2023-08-21
7363,19.99,2023-06-21
6014,19.99,2023-07-30
2251,49.99,2023-12-23
5555,49.99,2023-05-18
7711,1.99,2023-06-12
5877,19.99,2023-11-06
7301,0.99,2023-03-21
6612,9.99,2023-05-13
6940,0.99,2023-01-27
8011,0.99,2023-12-12
8879,19.99,2023-04-07
5005,4.99,2023-04-17
4791,0.99,2023-09-26
7511,4.99,2023-08-20
7485,0.99,2023-02-12
6752,19.99,2023-10-30
3174,1.99,2023-09-23
2290,49.99,2023-12-10
7638,0.99,2023-07-14
2471,9.99,2023-04-22
9212,49.99,2023-06-11
8440,4.99,2023-05-25
6629,4.99,2023-12-15
2047,1.99,2023-09-01
46,49.99,2023-01-31
2144,1.99,2023-12-03
8056,1.99,2023-07-24
8247,9.99,2023-02-16
6055,19.99,2023-04-20
6446,1.99,2023-04-16
1975,1.99,2023-05-31
6352,9.99,2023-04-26
9047,4.99,2023-10-30
3222,9.99,2023-09-01
687,0.99,2023-11-27
855,49.99,2023-10-01
3829,19.99,2023-08-14
1977,19.99,2023-07-16
2621,4.99,2023-10-06
2994,0.99,2023-07-08
8215,9.99,2023-08-29
1090,0.99,2023-10-14
3572,19.99,2023-08-01
6537,0.99,2023-01-23
5123,19.99,2023-04-24
1440,19.99,2023-09-15
862,9.99,2023-03-27
5251,19.99,2023-05-24
8671,49.99,2023-09-28
5369,1.99,2023-04-15
3307,19.99,2023-04-16
3180,49.99,2023-12-19
8233,1.99,2023-08-31
4653,49.99,2023-07-07
5312,49.99,2023-11-09
2645,1.99,2023-04-02
9101,4.99,2023-09-20
7113,9.99,2023-11-06
6425,4.99,2023-08-02
2551,49.99,2023-06-16
9347,1.99,2023-05-08
5325,49.99,2023-05-21
2092,19.99,2023-07-31
3133,19.99,2023-03-29
3267,4.99,2023-07-26
8969,9.99,2023-02-28
5423,0.99,2023-11-30
94,9.99,2023-04-08
5791,1.99,2023-07-18
7906,0.99,2023-08-25
1817,19.99,2023-02-08
8724,0.99,2023-03-12
4617,4.99,2023-07-15
120,9.99,2024-01-01
3956,1.99,2023-08-13
2572,0.99,2023-03-26
7944,1.99,2023-05-09
4420,0.99,2023-01-01
3840,9.99,2023-05-25
5249,4.99,2023-08-09
3598,4.99,2024-01-01
6415,9.99,2023-08-15
2711,19.99,2023-06-12
2537,49.99,2023-01-20
6281,49.99,2023-06-13
9591,1.99,2023-07-28
9886,49.99,2023-12-22
3955,49.99,2023-03-12
4305,19.99,2023-12-20
2715,0.99,2023-08-07
7865,19.99,2023-07-02
8454,1.99,2023-01-27
5901,4.99,2023-06-22
1537,1.99,2023-04-06
2151,49.99,2023-09-02
7424,0.99,2023-03-16
4943,4.99,2023-03-06
1594,19.99,2023-05-17
7187,0.99,2023-07-13
2505,49.99,2023-11-27
8508,4.99,2023-11-21
2106,4.99,2023-06-14
4996,1.99,2023-03-22
3629,49.99,2023-06-19
194,4.99,2023-03-14
9252,4.99,2023-03-28
8970,0.99,2023-06-12
3923,49.99,2023-10-17
581,4.99,2023-10-30
6798,4.99,2023-02-15
3283,1.99,2023-10-27
753,1.99,2023-05-31
1728,4.99,2023-12-11
921,9.99,2023-05-21
2718,9.99,2023-06-03
2019,1.99,2023-01-10
9941,9.99,2023-06-12
464,49.99,2023-04-18
943,49.99,2023-03-04
7816,19.99,2023-03-25
4485,4.99,2023-12-19
6748,4.99,2023-04-13
3457,49.99,2023-11-18
6228,0.99,2023-06-24
1992,19.99,2023-07-26
6938,0.99,2023-08-10
8446,1.99,2023-01-05
2439,0.99,2023-04-27
7110,0.99,2023-04-12
6054,49.99,2023-01-14
2160,0.99,2023-05-22
8300,1.99,2023-03-18
9789,4.99,2023-10-20
4236,1.99,2023-10-22
376,4.99,2023-09-04
6699,1.99,2023-06-28
7000,4.99,2023-11-13
3106,1.99,2023-04-25
4785,9.99,2023-04-13
8467,4.99,2023-08-24
4239,0.99,2023-06-12
6780,9.99,2023-11-17
2482,9.99,2023-11-06
2981,19.99,2023-09-04
9417,4.99,2023-06-11
2456,1.99,2023-12-22
6618,9.99,2023-11-20
6525,4.99,2023-12-19
5449,4.99,2023-04-06
5954,4.99,2023-01-09
9506,4.99,2023-09-30
4257,1.99,2023-08-27
2865,4.99,2023-02-07
6088,0.99,2023-07-15
495,4.99,2023-03-06
3572,0.99,2023-08-24
8065,1.99,2023-01-08
9775,9.99,2023-10-05
6009,4.99,2023-09-28
5126,49.99,2023-04-19
8741,9.99,2023-04-02
6176,4.99,2023-05-03
876,1.99,2023-01-26
9685,9.99,2023-11-06
6988,1.99,2023-04-04
5185,9.99,2023-03-25
9439,0.99,2023-12-31
1103,0.99,2023-08-24
244,0.99,2023-06-15
8370,19.99,2023-06-02
3910,19.99,2023-05-19
4642,0.99,2023-06-16
9052,4.99,2023-11-18
9137,4.99,2023-05-13
9689,9.99,2023-12-12
9867,19.99,2023-03-27
743,49.99,2023-09-18
6141,9.99,2023-07-13
5205,4.99,2023-05-06
6694,1.99,2023-09-30
9185,0.99,2023-04-22
9719,19.99,2023-06-15
8884,19.99,2023-11-13
3567,9.99,2023-06-26
3756,49.99,2023-10-31
9912,9.99,2023-06-13
9393,1.99,2023-06-06
6442,9.99,2023-04-09
2906,0.99,2023-09-27
5935,4.99,2023-08-13
8553,4.99,2023-09-23
8062,4.99,2023-05-14
3999,9.99,2023-04-06
2148,4.99,2023-09-23
3437,19.99,2023-08-23
8035,19.99,2023-06-27
6112,1.99,2023-03-27
2569,1.99,2023-04-24
443,0.99,2023-06-01
625,0.99,2023-01-07
680,19.99,2023-12-05
329,4.99,2023-06-18
9915,9.99,2023-03-20
847,9.99,2023-05-03
68,49.99,2023-02-28
8531,4.99,2023-10-24
4821,49.99,2023-12-31
3681,9.99,2023-09-01
6445,0.99,2023-06-28
8195,0.99,2023-02-18
7728,19.99,2023-12-23
4482,0.99,2023-10-11
2078,0.99,2023-11-16
5643,49.99,2023-07-17
7976,9.99,2023-02-21
3611,0.99,2023-05-22
9370,9.99,2023-06-15
6110,0.99,2023-03-02
2560,1.99,2023-06-24
5000,4.99,2023-03-14
7146,0.99,2023-10-30
9968,4.99,2023-11-04
2537,1.99,2023-04-02
2789,1.99,2023-02-27
2687,1.99,2023-02-24
5483,0.99,2023-02-05
71,9.99,2023-11-04
2286,49.99,2023-04-23
2638,0.99,2023-01-08
9805,0.99,2023-08-21
7778,0.99,2023-12-05
2804,1.99,2023-12-12
8094,0.99,2023-01-05
3945,0.99,2023-09-14
2163,4.99,2023-09-30
9449,19.99,2023-05-20
4620,19.99,2023-12-16
9521,19.99,2023-09-05
4311,19.99,2023-05-01
4222,1.99,2023-11-28
2861,19.99,2023-03-13
9976,1.99,2023-02-20
1329,1.99,2023-12-09
7823,0.99,2023-10-25
3198,49.99,2023-10-21
9032,1.99,2023-11-27
309,1.99,2023-07-05
9754,4.99,2023-09-05
7670,9.99,2023-04-29
4802,4.99,2023-11-03
6400,4.99,2023-07-16
1788,9.99,2023-10-04
2702,19.99,2023-05-27
1433,49.99,2023-02-26
9697,0.99,2023-01-05
6993,1.99,2023-06-07
6648,9.99,2023-02-28
3505,4.99,2023-09-20
8654,0.99,2023-06-22
5212,0.99,2023-09-26
280,9.99,2023-03-08
7474,49.99,2023-05-22
8557,9.99,2023-11-02
9670,19.99,2023-04-15
3401,19.99,2023-12-23
953,9.99,2023-03-21
9643,0.99,2023-02-23
1887,9.99,2023-09-02
5846,4.99,2023-01-25
1462,9.99,2023-07-31
185,49.99,2023-10-04
7658,0.99,2023-09-19
5576,49.99,2023-06-04
427,49.99,2023-12-14
5473,4.99,2023-06-30
145,9.99,2023-07-27
6663,9.99,2023-03-18
1391,0.99,2023-06-15
4253,1.99,2023-10-15
1878,19.99,2023-02-22
4101,1.99,2023-04-19
9940,49.99,2023-11-21
887,1.99,2023-02-02
637,0.99,2023-03-26
5669,4.99,2023-12-25
5457,0.99,2023-06-13
963,1.99,2023-07-25
2540,0.99,2023-03-19
9778,49.99,2023-07-26
9983,4.99,2023-08-07
4109,4.99,2023-07-08
843,1.99,2023-09-21
711,49.99,2023-11-25
1952,1.99,2023-03-18
4389,9.99,2023-02-07
1316,49.99,2023-04-26
2479,49.99,2023-10-28
1502,49.99,2023-05-16
6211,4.99,2023-07-19
9310,4.99,2023-07-18
7322,0.99,2023-06-04
7249,1.99,2023-06-26
2757,9.99,2023-11-05
2162,1.99,2023-05-24
2234,4.99,2023-07-25
7469,49.99,2023-08-08
4113,1.99,2023-07-01
2264,49.99,2023-09-05
8136,4.99,2023-03-22
6317,9.99,2023-08-15
2616,0.99,2023-11-01
3455,4.99,2023-09-01
302,0.99,2023-06-18
5940,9.99,2023-12-14
4020,1.99,2023-03-23
948,1.99,2023-03-02
6026,9.99,2023-11-30
4641,1.99,2023-03-31
6675,4.99,2023-11-23
4433,4.99,2023-02-04
2386,9.99,2023-11-21
8208,9.99,2023-12-19
1665,49.99,2023-02-06
109,9.99,2023-08-29
5848,0.99,2023-12-05
5467,0.99,2023-10-27
356,19.99,2023-07-09
8585,0.99,2023-06-06
7339,49.99,2023-09-12
1327,4.99,2023-12-17
4231,9.99,2023-06-20
6340,1.99,2023-10-16
9522,1.99,2023-07-01
1120,4.99,2023-12-18
3462,19.99,2023-11-08
3127,0.99,2023-04-05
9625,4.99,2023-01-24
3734,9.99,2023-11-04
5123,49.99,2023-12-03
4380,4.99,2023-05-23
2551,49.99,2023-02-14
736,19.99,2023-05-29
9116,4.99,2023-11-12
6932,1.99,2023-06-18
9666,19.99,2023-11-16
7506,19.99,2023-12-03
8555,4.99,2023-09-21
4652,1.99,2023-06-15
1588,0.99,2023-04-27
4536,49.99,2023-05-26
8921,19.99,2023-09-18
7056,4.99,2023-11-09
3963,1.99,2023-05-03
7799,19.99,2023-09-06
744,49.99,2023-07-11
3639,9.99,2023-04-11
9272,49.99,2023-12-09
7574,9.99,2023-06-28
5434,19.99,2023-04-27
9634,19.99,2023-04-27
1891,1.99,2023-11-29
35,19.99,2023-04-17
9236,49.99,2023-01-22
6774,1.99,2023-08-06
5835,19.99,2023-08-06
7475,49.99,2023-02-27
5876,1.99,2023-02-09
1608,9.99,2023-08-17
373,19.99,2023-07-01
780,49.99,2023-12-20
1605,49.99,2023-08-01
5017,49.99,2023-04-20
5367,4.99,2023-02-09
6848,49.99,2023-06-29
4188,0.99,2023-03-21
8573,4.99,2023-10-31
9418,1.99,2023-11-05
2030,4.99,2023-12-24
4630,1.99,2023-02-21
2735,0.99,2023-07-20
9836,9.99,2023-08-26
8205,4.99,2023-09-14
6951,9.99,2023-09-03
8099,1.99,2023-07-14
4188,19.99,2023-10-13
1086,1.99,2023-03-13
6617,1.99,2023-12-29
3723,1.99,2023-12-31
4496,9.99,2023-11-09
4833,49.99,2023-06-15
6030,9.99,2023-02-19
1559,4.99,2023-01-12
5934,1.99,2023-10-23
5732,19.99,2023-07-29
7281,1.99,2023-08-09
5421,49.99,2023-10-30
8212,49.99,2023-12-21
3930,1.99,2023-03-15
3036,9.99,2023-09-19
5193,49.99,2023-06-14
7685,49.99,2023-07-16
6494,0.99,2023-02-06
3117,1.99,2023-08-24
1998,4.99,2023-09-14
9461,0.99,2023-01-08
9760,19.99,2023-04-29
8737,4.99,2023-07-21
7033,1.99,2023-02-18
2417,9.99,2023-12-25
4170,9.99,2023-07-08
1206,19.99,2023-09-04
9936,19.99,2023-02-28
9535,19.99,2023-12-02
6884,9.99,2023-11-28
9085,1.99,2023-04-10
1350,49.99,2023-06-05
5217,9.99,2023-08-15
3998,0.99,2023-05-01
3210,0.99,2023-05-21
2881,49.99,2023-02-25
1862,19.99,2023-03-12
4063,4.99,2023-10-24
476,0.99,2023-05-08
7655,1.99,2023-12-09
7434,19.99,2023-03-28
8624,49.99,2023-09-28
531,19.99,2023-09-20
5574,1.99,2023-05-21
9654,9.99,2023-03-14
3762,4.99,2023-04-03
4358,4.99,2023-11-24
6661,4.99,2023-07-11
812,19.99,2023-12-11
7133,49.99,2023-10-22
1844,0.99,2023-02-16
9278,19.99,2023-10-13
7658,4.99,2023-12-27
402,9.99,2023-02-15
2661,1.99,2023-07-24
5488,1.99,2023-03-10
7410,0.99,2023-07-29
200,0.99,2023-03-02
5088,49.99,2023-06-06
7017,19.99,2023-07-15
8792,9.99,2023-03-24
7554,9.99,2023-08-31
7091,49.99,2023-12-06
96,49.99,2023-12-17
9280,49.99,2023-12-25
9133,4.99,2023-01-24
7368,4.99,2023-09-18
5107,19.99,2023-04-04
1717,9.99,2023-10-07
7006,4.99,2023-06-14
2162,9.99,2023-01-17
8871,1.99,2023-09-01
1154,0.99,2023-04-19
5544,1.99,2023-02-25
7152,4.99,2023-05-27
5609,4.99,2023-10-23
1503,0.99,2023-07-08
8110,0.99,2023-11-15
1499,19.99,2023-09-02
9479,49.99,2023-07-25
9753,0.99,2023-10-18
5653,4.99,2023-09-22
437,9.99,2023-09-22
8940,19.99,2023-12-21
8347,49.99,2023-08-29
3538,9.99,2023-06-04
106,49.99,2023-08-05
5598,0.99,2023-03-14
7544,0.99,2023-08-01
7230,0.99,2023-10-04
9235,49.99,2023-01-07
2610,49.99,2023-02-25
76,0.99,2023-08-15
216,1.99,2023-08-31
6999,0.99,2023-09-24
3701,19.99,2023-03-20
4665,1.99,2023-12-07
6722,0.99,2023-09-23
152,0.99,2023-04-12
6909,49.99,2023-07-07
1364,4.99,2023-04-16
65,19.99,2023-12-27
3692,4.99,2023-03-19
3093,49.99,2023-12-24
5250,19.99,2023-09-28
8999,0.99,2023-11-24
7634,9.99,2023-10-16
5185,0.99,2023-06-18
5785,19.99,2023-08-02
6383,49.99,2023-03-18
7287,19.99,2023-05-13
9557,0.99,2023-01-21
9048,1.99,2023-06-29
4895,49.99,2023-06-20
5466,49.99,2023-11-24
7666,9.99,2023-02-09
7045,9.99,2023-11-09
3546,0.99,2023-12-15
9111,19.99,2023-10-07
1426,1.99,2023-04-11
8169,0.99,2023-05-18
5944,19.99,2023-05-05
8684,4.99,2023-05-04
1016,0.99,2023-02-25
9721,1.99,2023-11-23
4050,0.99,2023-03-29
1537,0.99,2023-03-05
9086,0.99,2023-09-18
5535,49.99,2023-10-04
7519,49.99,2023-10-26
8643,49.99,2023-10-04
947,1.99,2023-09-08
9688,49.99,2023-06-17
9969,1.99,2023-08-06
605,19.99,2023-06-30
5985,19.99,2023-06-09
432,19.99,2023-05-05
6196,0.99,2023-03-08
4781,0.99,2023-05-21
3497,9.99,2023-07-09
5838,1.99,2023-10-25
7022,0.99,2023-05-06
4392,19.99,2023-12-25
6947,1.99,2023-11-27
9495,4.99,2023-08-08
2662,4.99,2023-12-19
3695,4.99,2023-08-09
841,0.99,2023-09-12
4555,19.99,2023-10-30
6164,0.99,2023-01-18
3768,0.99,2023-10-13
5113,1.99,2023-05-16
150,1.99,2023-07-10
8780,0.99,2023-05-17
6193,49.99,2023-11-25
4553,19.99,2023-10-21
9772,9.99,2023-05-30
5256,49.99,2023-03-26
9118,1.99,2023-05-15
7344,4.99,2023-03-23
2344,49.99,2023-11-24
800,4.99,2023-12-07
7333,0.99,2023-03-02
2972,19.99,2023-02-07
5954,49.99,2023-04-11
3631,9.99,2023-10-27
5164,49.99,2023-05-17
257,9.99,2023-03-05
5018,0.99,2023-10-02
5778,4.99,2023-12-30
6423,1.99,2023-07-31
2087,4.99,2023-03-14
1697,9.99,2023-07-11
3250,0.99,2023-08-22
9602,1.99,2023-11-27
7863,19.99,2023-09-10
3492,1.99,2023-03-01
4496,4.99,2023-08-17
2124,0.99,2023-06-01
4891,49.99,2023-03-13
1756,0.99,2023-11-13
6215,4.99,2023-09-04
7233,9.99,2023-10-06
3719,4.99,2023-02-03
407,0.99,2023-12-21
7477,0.99,2023-09-17
6099,19.99,2023-11-19
5753,9.99,2023-10-07
4333,9.99,2023-02-08
2944,0.99,2023-08-27
7753,0.99,2023-02-12
4704,0.99,2023-12-02
6010,0.99,2023-02-03
2131,0.99,2023-08-06
2129,49.99,2023-04-23
5598,49.99,2023-07-27
5469,0.99,2023-02-11
4025,9.99,2023-08-24
1256,1.99,2023-10-11
4703,4.99,2023-10-29
7905,19.99,2023-06-28
6168,19.99,2023-06-17
6671,9.99,2023-07-08
3679,0.99,2023-02-15
5757,19.99,2023-06-02
8216,1.99,2023-07-07
9483,0.99,2023-02-01
8676,0.99,2023-11-19
2054,9.99,2023-02-20
3133,1.99,2023-04-30
585,4.99,2023-05-07
3273,4.99,2023-09-15
497,4.99,2023-02-26
7620,1.99,2023-04-28
6418,9.99,2023-12-03
777,1.99,2023-04-28
9945,49.99,2023-06-13
7562,19.99,2023-03-22
2817,0.99,2023-02-13
3504,9.99,2023-07-19
1785,0.99,2023-06-18
4138,4.99,2023-04-20
1728,19.99,2023-07-27
3784,1.99,2023-05-29
8792,49.99,2023-08-04
1936,19.99,2023-09-12
5993,0.99,2023-05-03
703,19.99,2023-12-03
6571,4.99,2023-03-20
5969,0.99,2023-02-12
6542,19.99,2023-05-19
589,49.99,2023-04-11
7574,19.99,2023-09-19
5196,1.99,2023-03-13
7190,4.99,2023-12-27
1082,4.99,2023-05-03
7663,1.99,2023-05-05
950,1.99,2023-10-11
9619,9.99,2023-04-29
6723,0.99,2023-10-23
7592,4.99,2023-06-21
5037,19.99,2023-08-02
473,9.99,2023-05-27
7271,4.99,2023-10-10
8907,19.99,2023-07-29
3300,0.99,2023-07-01
5614,9.99,2023-04-17
7356,4.99,2023-09-10
4635,9.99,2023-06-10
2830,0.99,2023-11-07
8248,0.99,2023-12-18
2821,1.99,2023-10-09
1567,49.99,2023-07-08
7618,0.99,2023-11-02
3626,1.99,2023-03-16
9807,0.99,2023-01-05
9206,4.99,2023-04-23
4556,0.99,2023-04-25
1598,9.99,2023-02-20
7818,19.99,2023-04-21
9456,1.99,2023-11-04
1017,19.99,2023-03-10
8363,4.99,2023-08-15
1863,1.99,2023-04-25
1072,49.99,2023-11-22
5947,19.99,2023-11-18
6989,4.99,2023-02-07
9289,1.99,2023-08-12
9103,1.99,2023-06-25
5239,1.99,2023-09-14
6829,49.99,2023-03-31
4092,49.99,2023-06-03
5283,4.99,2023-10-12
5252,4.99,2023-10-17
7699,4.99,2023-01-12
7197,9.99,2023-01-04
6192,0.99,2023-04-01
9204,1.99,2023-08-22
6725,1.99,2023-01-11
9767,19.99,2023-08-13
8590,0.99,2023-07-21
2455,4.99,2023-11-24
2714,9.99,2023-06-09
1528,9.99,2023-02-25
4930,49.99,2023-07-31
1324,9.99,2023-06-23
6557,1.99,2023-04-03
2888,4.99,2023-12-26
5911,1.99,2023-11-19
5826,9.99,2023-05-20
8244,1.99,2023-02-04
600,49.99,2023-04-07
5388,49.99,2023-02-11
2581,19.99,2023-02-24
5785,9.99,2023-08-17
5820,1.99,2023-08-07
9033,4.99,2023-06-18
1,1.99,2023-07-02
1180,1.99,2023-07-27
7997,0.99,2023-06-06
8993,19.99,2023-04-16
1051,0.99,2023-01-06
8898,49.99,2024-01-01
7248,1.99,2023-11-26
6621,19.99,2023-01-29
5854,49.99,2023-10-24
9041,0.99,2023-08-15
6435,0.99,2023-10-06
6329,1.99,2023-04-19
5486,4.99,2023-11-21
2989,49.99,2023-08-29
468,0.99,2023-07-09
1125,19.99,2023-03-16
6372,9.99,2023-08-25
8143,49.99,2023-09-07
1252,19.99,2023-01-02
8883,4.99,2023-03-10
2378,19.99,2023-07-13
6411,0.99,2023-05-03
9081,4.99,2023-02-05
4897,0.99,2023-06-12
9475,49.99,2023-05-28
966,0.99,2023-06-27
3734,1.99,2023-08-08
1110,49.99,2023-06-05
1606,9.99,2023-10-31
9436,0.99,2023-04-07
6560,1.99,2023-02-23
5542,9.99,2023-11-06
6598,49.99,2023-04-22
8221,1.99,2023-11-24
6583,49.99,2023-02-04
2159,9.99,2023-08-18
3528,4.99,2023-06-07
1017,1.99,2023-10-02
1570,49.99,2023-07-06
3804,0.99,2023-04-24
8443,4.99,2023-10-09
1631,9.99,2023-05-25
8847,19.99,2023-04-09
5069,9.99,2023-08-12
376,49.99,2023-02-10
1721,19.99,2023-07-03
2452,4.99,2023-01-18
9920,4.99,2023-06-16
1293,49.99,2023-09-21
795,19.99,2023-12-13
5071,9.99,2023-03-30
1258,9.99,2023-12-12
2463,19.99,2023-05-10
8087,9.99,2023-12-20
8887,4.99,2023-01-09
7139,1.99,2023-02-03
6523,19.99,2023-03-12
9917,4.99,2023-01-15
1004,0.99,2023-10-21
7277,1.99,2023-02-28
9821,1.99,2023-11-05
6192,49.99,2023-04-05
2845,0.99,2023-09-15
283,19.99,2023-04-27
227,19.99,2023-11-27
4199,9.99,2023-07-02
8773,4.99,2023-05-18
7707,9.99,2023-07-21
6246,19.99,2023-11-27
4780,4.99,2023-06-08
5632,1.99,2023-02-19
6738,9.99,2023-05-29
7752,49.99,2023-08-19
5036,49.99,2023-03-19
7837,19.99,2023-09-23
9544,0.99,2023-08-05
5946,4.99,2023-08-28
9050,9.99,2023-11-22
9812,9.99,2023-12-30
2175,0.99,2023-01-04
460,19.99,2023-03-30
7760,4.99,2023-08-08
1943,19.99,2023-09-23
588,0.99,2023-07-27
7562,0.99,2023-08-23
4053,49.99,2023-06-10
5404,19.99,2023-08-27
4771,4.99,2023-04-04
7658,0.99,2023-04-25
9885,4.99,2023-07-22
9727,0.99,2023-03-12
4875,19.99,2023-11-09
3087,4.99,2023-02-17
2779,1.99,2023-10-18
652,19.99,2023-03-06
3213,49.99,2023-09-06
